靡ㄩ嘿,虏嘿,るら,щ獺瞯%,щ獺计(),щ獺禦秈眎计,щ獺禦芥禬(),щ獺计カ(κ窾),щ獺芥眎计,瑈硄计(),щ獺禦芥禬カ(κ窾),璸计(),щ獺秅锣瞯%
3576   ,羛ネ     ,20150720,     1.19,    10224,        0,        0,      269.40,        0,   856219,     0.00,    58084,     0.00
3691   ,河ポ         ,20150720,     3.24,     1975,       13,       13,     1113.90,        0,    60893,     7.33,     6088,     0.01
6244   ,璟瓆         ,20150720,     1.64,     7988,      449,      449,      357.06,        0,   486905,    20.07,    50821,     0.05
3576   ,羛ネ     ,20150721,     1.24,    10618,      394,      394,      277.66,        0,   856219,    10.30,    59397,     0.02
3691   ,河ポ         ,20150721,     3.34,     2036,       61,       61,     1154.41,        0,    60893,    34.59,     6067,     0.05
6244   ,璟瓆         ,20150721,     1.86,     9055,     1067,     1067,      389.82,        0,   486905,    45.93,    53252,     0.11
3576   ,羛ネ     ,20150722,     1.27,    10840,      222,      222,      291.60,        0,   856219,     5.97,    63361,     0.01
3691   ,河ポ         ,20150722,     3.37,     2050,       15,       14,     1150.05,        1,    60893,     7.85,     6196,     0.01
6244   ,璟瓆         ,20150722,     1.95,     9514,      459,      459,      433.84,        0,   486905,    20.93,    57110,     0.05
3576   ,羛ネ     ,20150723,     1.34,    11465,      625,      625,      306.69,        0,   856219,    16.72,    63375,     0.04
3691   ,河ポ         ,20150723,     3.40,     2069,       19,       19,     1154.50,        0,    60893,    10.60,     6213,     0.02
6244   ,璟瓆         ,20150723,     1.97,     9608,       94,       94,      435.72,        0,   486905,     4.26,    57022,     0.01
3576   ,羛ネ     ,20150724,     1.26,    10767,        2,     -698,      269.18,      700,   856219,   -17.45,    60802,     0.04
3691   ,河ポ         ,20150724,     3.32,     2019,        0,      -50,     1090.26,       50,    60893,   -27.00,     6117,     0.04
6244   ,璟瓆         ,20150724,     2.05,     9978,      370,      370,      431.05,        0,   486905,    15.98,    57548,     0.04
3576   ,羛ネ     ,20150727,     1.26,    10767,        0,        0,      256.25,        0,   856219,     0.00,    60419,     0.00
3691   ,河ポ         ,20150727,     3.32,     2019,        0,        0,      981.23,        0,    60893,     0.00,     6185,     0.00
6244   ,璟瓆         ,20150727,     2.08,    10118,      140,      140,      433.05,        0,   486905,     5.99,    57504,     0.01
3576   ,羛ネ     ,20150728,     1.26,    10773,        6,        6,      270.94,        0,   856219,     0.15,    61335,     0.00
3691   ,河ポ         ,20150728,     3.31,     2013,        0,       -6,     1036.69,        6,    60893,    -3.09,     6196,     0.00
6244   ,璟瓆         ,20150728,     2.09,    10159,       44,       41,      461.73,        3,   486905,     1.86,    58633,     0.00
3576   ,羛ネ     ,20150729,     1.26,    10773,        0,        0,      265.55,        0,   856219,     0.00,    61626,     0.00
3691   ,河ポ         ,20150729,     3.35,     2040,       27,       27,     1042.44,        0,    60893,    13.80,     6204,     0.02
6244   ,璟瓆         ,20150729,     2.12,    10324,      165,      165,      447.55,        0,   486905,     7.15,    55432,     0.02
3576   ,羛ネ     ,20150730,     1.26,    10773,        0,        0,      266.63,        0,   856219,     0.00,    60663,     0.00
3691   ,河ポ         ,20150730,     3.39,     2067,       27,       27,     1066.57,        0,    60893,    13.93,     6261,     0.02
6244   ,璟瓆         ,20150730,     2.14,    10408,       84,       84,      447.54,        0,   486905,     3.61,    56533,     0.01
3576   ,羛ネ     ,20150731,     1.26,    10773,        0,        0,      260.71,        0,   856219,     0.00,    58605,     0.00
3691   ,河ポ         ,20150731,     3.48,     2117,       50,       50,     1090.26,        0,    60893,    25.75,     6413,     0.04
6244   ,璟瓆         ,20150731,     2.15,    10490,       82,       82,      460.51,        0,   486905,     3.60,    54036,     0.01
3576   ,羛ネ     ,20150803,     1.27,    10873,      100,      100,      256.60,        0,   856219,     2.36,    58472,     0.01
3691   ,河ポ         ,20150803,     3.48,     2117,        0,        0,     1052.15,        0,    60893,     0.00,     6324,     0.00
6244   ,璟瓆         ,20150803,     2.16,    10507,       17,       17,      431.84,        0,   486905,     0.70,    53855,     0.00
3576   ,羛ネ     ,20150804,     1.21,    10323,        0,     -550,      219.36,      550,   856219,   -11.69,    59502,     0.03
3691   ,河ポ         ,20150804,     3.15,     1921,        0,     -196,      871.17,      196,    60893,   -88.89,     6294,     0.16
6244   ,璟瓆         ,20150804,     1.76,     8573,       49,    -1934,      317.20,     1983,   486905,   -71.56,    50467,     0.21
3576   ,羛ネ     ,20150805,     0.85,     7281,        0,    -3042,      161.64,     3042,   856219,   -67.53,    58817,     0.18
3691   ,河ポ         ,20150805,     3.23,     1968,       62,       47,      981.05,       15,    60893,    23.43,     6622,     0.06
6244   ,璟瓆         ,20150805,     1.42,     6908,        0,    -1665,      255.60,     1665,   486905,   -61.61,    47686,     0.17
3576   ,羛ネ     ,20150806,     0.77,     6611,        0,     -670,      134.86,      670,   856219,   -13.67,    57598,     0.04
3691   ,河ポ         ,20150806,     3.26,     1987,       19,       19,      981.58,        0,    60893,     9.39,     6754,     0.02
6244   ,璟瓆         ,20150806,     1.09,     5315,       10,    -1593,      179.12,     1603,   486905,   -53.68,    46495,     0.17
3576   ,羛ネ     ,20150807,     0.44,     3752,        0,    -2859,       76.92,     2859,   856219,   -58.61,    56555,     0.17
3691   ,河ポ         ,20150807,     3.34,     2036,       49,       49,     1026.14,        0,    60893,    24.70,     6822,     0.04
6244   ,璟瓆         ,20150807,     1.02,     4988,        0,     -327,      174.33,      327,   486905,   -11.43,    47806,     0.03
3576   ,羛ネ     ,20150810,     0.36,     3097,        0,     -655,       64.42,      655,   856219,   -13.62,    56175,     0.04
3691   ,河ポ         ,20150810,     3.37,     2051,       15,       15,     1052.16,        0,    60893,     7.70,     6836,     0.01
6244   ,璟瓆         ,20150810,     1.06,     5140,      155,      152,      180.16,        3,   486905,     5.33,    44970,     0.02
3576   ,羛ネ     ,20150811,     0.31,     2639,        0,     -458,       53.04,      458,   856219,    -9.21,    54447,     0.03
3691   ,河ポ         ,20150811,     3.47,     2110,       59,       59,     1057.11,        0,    60893,    29.56,     6681,     0.05
6244   ,璟瓆         ,20150811,     1.48,     7227,     2114,     2087,      252.95,       27,   486905,    73.05,    45488,     0.22
3576   ,羛ネ     ,20150812,     0.24,     2077,        7,     -562,       40.50,      569,   856219,   -10.96,    53431,     0.03
3691   ,河ポ         ,20150812,     3.49,     2124,       24,       14,     1078.99,       10,    60893,     7.11,     6523,     0.03
6244   ,璟瓆         ,20150812,     1.53,     7451,      644,      224,      255.57,      420,   486905,     7.68,    42992,     0.11
3576   ,羛ネ     ,20150813,     0.15,     1308,        0,     -769,       25.77,      769,   856219,   -15.15,    52766,     0.04
3691   ,河ポ         ,20150813,     3.49,     2126,        8,        2,     1073.63,        6,    60893,     1.01,     6495,     0.01
6244   ,璟瓆         ,20150813,     1.32,     6416,        0,    -1035,      215.58,     1035,   486905,   -34.78,    41467,     0.11
3576   ,羛ネ     ,20150814,     0.15,     1308,        0,        0,       25.64,        0,   856219,     0.00,    52672,     0.00
3691   ,河ポ         ,20150814,     3.49,     2128,        2,        2,     1059.74,        0,    60893,     1.00,     6490,     0.00
6244   ,璟瓆         ,20150814,     1.26,     6148,        0,     -268,      206.57,      268,   486905,    -9.00,    42050,     0.03
3576   ,羛ネ     ,20150817,     0.11,      962,        0,     -346,       18.86,      346,   856219,    -6.78,    52555,     0.02
3691   ,河ポ         ,20150817,     3.50,     2133,       15,        5,     1060.10,       10,    60893,     2.48,     6538,     0.02
6244   ,璟瓆         ,20150817,     1.26,     6144,        0,       -4,      207.05,        4,   486905,    -0.13,    42903,     0.00
3576   ,羛ネ     ,20150818,     0.09,      787,        0,     -175,       15.03,      175,   856219,    -3.34,    51754,     0.01
3691   ,河ポ         ,20150818,     3.66,     2227,      100,       94,     1115.73,        6,    60893,    47.09,     6653,     0.09
6244   ,璟瓆         ,20150818,     1.26,     6144,        0,        0,      203.06,        0,   486905,     0.00,    41905,     0.00
3576   ,羛ネ     ,20150819,     0.09,      787,        0,        0,       14.40,        0,   857986,     0.00,    52186,     0.00
3691   ,河ポ         ,20150819,     3.81,     2317,       90,       90,     1165.45,        0,    60893,    45.27,     6738,     0.07
6244   ,璟瓆         ,20150819,     1.19,     5809,        0,     -335,      185.02,      335,   486905,   -10.67,    41296,     0.03
3576   ,羛ネ     ,20150820,     0.09,      787,        0,        0,       14.28,        0,   857986,     0.00,    52609,     0.00
3691   ,河ポ         ,20150820,     3.81,     2320,        5,        3,     1166.96,        2,    60893,     1.51,     6709,     0.01
6244   ,璟瓆         ,20150820,     1.09,     5303,        0,     -506,      167.04,      506,   486905,   -15.94,    40717,     0.05
3576   ,羛ネ     ,20150821,     0.07,      613,        0,     -174,       10.02,      174,   857986,    -2.84,    52780,     0.01
3691   ,河ポ         ,20150821,     3.76,     2289,        3,      -31,     1105.59,       34,    60893,   -14.97,     6578,     0.03
6244   ,璟瓆         ,20150821,     0.91,     4434,        0,     -869,      125.70,      869,   486905,   -24.64,    39430,     0.09
3576   ,羛ネ     ,20150824,     0.07,      613,        0,        0,        9.04,        0,   857986,     0.00,    53599,     0.00
3691   ,河ポ         ,20150824,     3.75,     2285,        0,       -4,     1000.83,        4,    60893,    -1.75,     6525,     0.00
6244   ,璟瓆         ,20150824,     0.91,     4434,        0,        0,      113.29,        0,   486905,     0.00,    42018,     0.00
3576   ,羛ネ     ,20150825,     0.07,      613,        0,        0,        8.95,        0,   857986,     0.01,    54101,     0.00
3691   ,河ポ         ,20150825,     3.70,     2256,        0,      -29,     1003.92,       29,    60893,   -12.90,     6532,     0.02
6244   ,璟瓆         ,20150825,     0.88,     4295,        0,     -139,      116.18,      139,   486905,    -3.76,    41291,     0.01
3576   ,羛ネ     ,20150826,     0.07,      613,        0,        0,        8.98,        0,   857986,     0.00,    54041,     0.00
3691   ,河ポ         ,20150826,     3.69,     2245,       12,      -11,     1014.74,       23,    60893,    -4.97,     6548,     0.03
6244   ,璟瓆         ,20150826,     0.62,     3026,        0,    -1269,       77.62,     1269,   486875,   -32.55,    40412,     0.13
3576   ,羛ネ     ,20150827,     0.05,      435,        0,     -178,        6.31,      178,   857986,    -2.58,    50728,     0.01
3691   ,河ポ         ,20150827,     3.79,     2305,       60,       60,     1037.25,        0,    60893,    27.00,     6600,     0.05
6244   ,璟瓆         ,20150827,     0.62,     3026,        0,        0,       76.10,        0,   486875,     0.00,    38967,     0.00
3576   ,羛ネ     ,20150828,     0.05,      441,        6,        6,        6.68,        0,   857986,     0.09,    51617,     0.00
3691   ,河ポ         ,20150828,     3.89,     2370,       67,       65,     1107.98,        2,    60893,    30.39,     6688,     0.06
6244   ,璟瓆         ,20150828,     0.62,     3026,        0,        0,       79.28,        0,   486875,     0.00,    38574,     0.00
3576   ,羛ネ     ,20150831,     0.05,      438,        0,       -3,        6.72,        3,   857986,    -0.05,    50421,     0.00
3691   ,河ポ         ,20150831,     3.84,     2339,        1,      -31,     1092.31,       32,    60893,   -14.48,     6732,     0.03
6244   ,璟瓆         ,20150831,     0.59,     2877,        0,     -149,       74.80,      149,   486875,    -3.87,    37931,     0.02
3576   ,羛ネ     ,20150901,     0.05,      434,        0,       -4,        7.16,        4,   857986,    -0.07,    51008,     0.00
3691   ,河ポ         ,20150901,     3.84,     2336,        0,       -3,     1107.26,        3,    60893,    -1.42,     6743,     0.00
6244   ,璟瓆         ,20150901,     0.59,     2877,        0,        0,       82.28,        0,   486875,     0.00,    38025,     0.00
3576   ,羛ネ     ,20150902,     0.05,      434,        0,        0,        7.14,        0,   857986,     0.00,    49913,     0.00
3691   ,河ポ         ,20150902,     3.84,     2336,        0,        0,     1101.42,        0,    60893,     0.00,     6746,     0.00
6244   ,璟瓆         ,20150902,     0.59,     2877,        0,        0,       82.28,        0,   486875,     0.00,    37608,     0.00
3576   ,羛ネ     ,20150903,     0.05,      434,        0,        0,        7.12,        0,   857986,     0.00,    48943,     0.00
3691   ,河ポ         ,20150903,     3.97,     2416,       80,       80,     1152.43,        0,    60893,    38.16,     6870,     0.07
6244   ,璟瓆         ,20150903,     0.59,     2877,        0,        0,       83.86,        0,   486875,     0.00,    38342,     0.00
3576   ,羛ネ     ,20150904,     0.05,      435,        3,        1,        7.13,        2,   857986,     0.02,    48370,     0.00
3691   ,河ポ         ,20150904,     3.99,     2430,       14,       14,     1178.55,        0,    60893,     6.79,     6987,     0.01
6244   ,璟瓆         ,20150904,     0.65,     3167,      290,      290,       93.58,        0,   486875,     8.57,    38942,     0.03
3576   ,羛ネ     ,20150907,     0.05,      436,        1,        1,        7.04,        0,   857986,     0.02,    48151,     0.00
3691   ,河ポ         ,20150907,     3.99,     2430,        0,        0,     1193.13,        0,    60893,     0.00,     6973,     0.00
6244   ,璟瓆         ,20150907,     0.65,     3167,        0,        0,       95.64,        0,   486875,     0.00,    39305,     0.00
3576   ,羛ネ     ,20150908,     0.05,      436,        0,        0,        7.22,        0,   857986,     0.00,    49428,     0.00
3691   ,河ポ         ,20150908,     4.12,     2506,       80,       76,     1234.21,        4,    60893,    37.43,     7124,     0.07
6244   ,璟瓆         ,20150908,     0.66,     3235,       68,       68,       96.89,        0,   486875,     2.04,    39551,     0.01
3576   ,羛ネ     ,20150909,     0.05,      436,        0,        0,        7.35,        0,   857986,     0.00,    48784,     0.00
3691   ,河ポ         ,20150909,     4.26,     2591,       85,       85,     1289.02,        0,    60893,    42.29,     7263,     0.07
6244   ,璟瓆         ,20150909,     0.93,     4516,     1281,     1281,      137.74,        0,   486875,    39.07,    40680,     0.13
3576   ,羛ネ     ,20150910,     0.05,      436,        0,        0,        7.52,        0,   857986,     0.00,    47906,     0.00
3691   ,河ポ         ,20150910,     4.26,     2591,        0,        0,     1290.32,        0,    60893,     0.00,     7284,     0.00
6244   ,璟瓆         ,20150910,     0.92,     4462,        0,      -54,      142.78,       54,   486875,    -1.73,    41006,     0.01
3576   ,羛ネ     ,20150911,     0.05,      436,        0,        0,        7.61,        0,   857986,     0.00,    49974,     0.00
3691   ,河ポ         ,20150911,     4.31,     2623,       40,       32,     1311.50,        8,    60893,    16.00,     7323,     0.04
6244   ,璟瓆         ,20150911,     0.92,     4462,        0,        0,      142.11,        0,   486875,     0.00,    41319,     0.00
3576   ,羛ネ     ,20150914,     0.05,      436,        0,        0,        7.52,        0,   857986,     0.00,    49846,     0.00
3691   ,河ポ         ,20150914,     4.27,     2598,        0,      -25,     1292.51,       25,    60893,   -12.44,     7338,     0.02
6244   ,璟瓆         ,20150914,     0.92,     4462,        0,        0,      140.33,        0,   486875,     0.00,    41583,     0.00
3576   ,羛ネ     ,20150915,     0.05,      436,        0,        0,        7.48,        0,   857986,     0.00,    50506,     0.00
3691   ,河ポ         ,20150915,     4.25,     2588,        0,      -10,     1274.59,       10,    60893,    -4.93,     7331,     0.01
6244   ,璟瓆         ,20150915,     0.92,     4462,        0,        0,      138.55,        0,   486875,     0.00,    41255,     0.00
3576   ,羛ネ     ,20150916,     0.05,      436,        0,        0,        7.76,        0,   857986,     0.00,    49746,     0.00
3691   ,河ポ         ,20150916,     4.08,     2484,        0,     -104,     1242.00,      104,    60893,   -52.00,     7392,     0.09
6244   ,璟瓆         ,20150916,     0.92,     4462,        0,        0,      143.23,        0,   486875,     0.00,    41392,     0.00
3576   ,羛ネ     ,20150917,     0.05,      436,        0,        0,        8.37,        0,   857986,     0.00,    50691,     0.00
3691   ,河ポ         ,20150917,     3.94,     2399,       15,      -85,     1237.88,      100,    60893,   -43.86,     7412,     0.09
6244   ,璟瓆         ,20150917,     0.92,     4462,        0,        0,      157.51,        0,   486875,     0.00,    42584,     0.00
3576   ,羛ネ     ,20150918,     0.03,      300,        0,     -136,        5.87,      136,   857986,    -2.65,    47847,     0.01
3691   ,河ポ         ,20150918,     3.78,     2299,        0,     -100,     1186.28,      100,    60893,   -51.60,     7427,     0.08
6244   ,璟瓆         ,20150918,     1.09,     5296,      834,      834,      187.48,        0,   486875,    29.52,    45461,     0.09
3576   ,羛ネ     ,20150921,     0.03,      291,        0,       -9,        5.47,        9,   857986,    -0.17,    48353,     0.00
3691   ,河ポ         ,20150921,     3.66,     2231,       50,      -68,     1113.27,      118,    60893,   -33.93,     7262,     0.14
6244   ,璟瓆         ,20150921,     1.09,     5296,        0,        0,      188.01,        0,   486875,     0.00,    45764,     0.00
3576   ,羛ネ     ,20150922,     0.03,      288,        0,       -3,        5.54,        3,   857986,    -0.06,    48192,     0.00
3691   ,河ポ         ,20150922,     3.70,     2253,       22,       22,     1171.56,        0,    60893,    11.44,     7627,     0.02
6244   ,璟瓆         ,20150922,     1.10,     5357,       61,       61,      192.85,        0,   486875,     2.20,    46869,     0.01
3576   ,羛ネ     ,20150923,     0.03,      288,        0,        0,        5.49,        0,   857986,     0.00,    48103,     0.00
3691   ,河ポ         ,20150923,     3.69,     2248,        0,       -5,     1159.97,        5,    60893,    -2.58,     7610,     0.00
6244   ,璟瓆         ,20150923,     1.10,     5357,        0,        0,      194.99,        0,   486875,     0.00,    46598,     0.00
3576   ,羛ネ     ,20150924,     0.03,      288,        0,        0,        5.24,        0,   857986,     0.00,    48124,     0.00
3691   ,河ポ         ,20150924,     3.48,     2121,        6,     -127,     1058.38,      133,    60893,   -63.37,     7469,     0.11
6244   ,璟瓆         ,20150924,     1.10,     5357,        0,        0,      187.50,        0,   486875,     0.00,    46268,     0.00
3576   ,羛ネ     ,20150925,     0.03,      288,        0,        0,        5.39,        0,   857986,     0.00,    48304,     0.00
3691   ,河ポ         ,20150925,     3.47,     2115,       60,       -6,     1052.21,       66,    60893,    -2.99,     7459,     0.10
6244   ,璟瓆         ,20150925,     1.10,     5357,        0,        0,      191.78,        0,   486875,     0.00,    46579,     0.00
3576   ,羛ネ     ,20150930,     0.01,       46,        0,        0,        0.85,        0,   857986,     0.00,    46802,     0.00
3691   ,河ポ         ,20150930,     3.72,     2263,        0,        0,     1147.34,        0,    60893,     0.00,     7816,     0.00
6244   ,璟瓆         ,20150930,     1.07,     5210,        0,        0,      189.38,        0,   486875,     0.00,    46275,     0.00
3576   ,羛ネ     ,20151001,     0.01,       46,        0,        0,        0.88,        0,   857986,     0.00,    49252,     0.00
3691   ,河ポ         ,20151001,     3.71,     2258,        0,       -5,     1169.64,        5,    60893,    -2.59,     7913,     0.00
6244   ,璟瓆         ,20151001,     1.15,     5590,      380,      380,      212.70,        0,   486875,    14.46,    48234,     0.04
6443   ,じ垂         ,20151001,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     2640,     0.00
3576   ,羛ネ     ,20151002,     0.01,       48,        2,        2,        0.91,        0,   857986,     0.04,    47800,     0.00
3691   ,河ポ         ,20151002,     3.75,     2286,       39,       28,     1223.01,       11,    60893,    14.98,     8044,     0.04
6244   ,璟瓆         ,20151002,     1.32,     6415,      825,      825,      254.03,        0,   486875,    32.67,    49740,     0.08
6443   ,じ垂         ,20151002,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     2615,     0.00
3576   ,羛ネ     ,20151005,     0.05,      442,      400,      394,        8.66,        6,   857986,     7.72,    48562,     0.02
3691   ,河ポ         ,20151005,     4.03,     2451,      170,      165,     1367.66,        5,    60893,    92.07,     8574,     0.14
6244   ,璟瓆         ,20151005,     1.48,     7215,      800,      800,      295.82,        0,   486875,    32.80,    50713,     0.08
6443   ,じ垂         ,20151005,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     2348,     0.00
3576   ,羛ネ     ,20151006,     0.10,      854,      412,      412,       16.57,        0,   857986,     7.99,    47773,     0.02
3691   ,河ポ         ,20151006,     4.29,     2615,      170,      164,     1435.64,        6,    60893,    90.04,     8751,     0.14
6244   ,璟瓆         ,20151006,     1.51,     7341,      126,      126,      300.98,        0,   486875,     5.17,    51777,     0.01
6443   ,じ垂         ,20151006,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     2498,     0.00
3576   ,羛ネ     ,20151007,     0.10,      854,        0,        0,       16.74,        0,   857986,     0.00,    49550,     0.00
3691   ,河ポ         ,20151007,     4.28,     2607,       12,       -8,     1446.89,       20,    60893,    -4.44,     8845,     0.03
6244   ,璟瓆         ,20151007,     1.12,     5431,       80,    -1910,      218.87,     1990,   486875,   -76.97,    49236,     0.21
6443   ,じ垂         ,20151007,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     2448,     0.00
3576   ,羛ネ     ,20151008,     0.13,     1093,      239,      239,       21.15,        0,   857986,     4.62,    50021,     0.01
3691   ,河ポ         ,20151008,     4.45,     2712,      105,      105,     1499.74,        0,    60893,    58.07,     8950,     0.09
6244   ,璟瓆         ,20151008,     1.17,     5716,     2284,      285,      220.64,     1999,   486875,    11.00,    50670,     0.44
6443   ,じ垂         ,20151008,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     2248,     0.00
3576   ,羛ネ     ,20151012,     0.13,     1093,        0,        0,       21.26,        0,   857986,     0.00,    50371,     0.00
3691   ,河ポ         ,20151012,     4.50,     2740,       28,       28,     1507.00,        0,    60893,    15.40,     8972,     0.02
6244   ,璟瓆         ,20151012,     1.02,     4966,        0,     -750,      199.14,      750,   486875,   -30.08,    50495,     0.08
6443   ,じ垂         ,20151012,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     2274,     0.00
3576   ,羛ネ     ,20151013,     0.13,     1093,        0,        0,       21.70,        0,   857986,     0.00,    49929,     0.00
3691   ,河ポ         ,20151013,     4.54,     2766,       30,       26,     1518.53,        4,    60893,    14.27,     9142,     0.03
6244   ,璟瓆         ,20151013,     1.02,     4966,        0,        0,      199.38,        0,   486875,     0.00,    50318,     0.00
6443   ,じ垂         ,20151013,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     2269,     0.00
3576   ,羛ネ     ,20151014,     0.13,     1093,        0,        0,       22.19,        0,   857986,     0.00,    49828,     0.00
3691   ,河ポ         ,20151014,     4.81,     2927,      161,      161,     1697.66,        0,    60893,    93.38,     9528,     0.13
6244   ,璟瓆         ,20151014,     1.10,     5366,      400,      400,      221.08,        0,   486875,    16.48,    50680,     0.04
6443   ,じ垂         ,20151014,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     2288,     0.00
3576   ,羛ネ     ,20151015,     0.14,     1233,      140,      140,       25.03,        0,   857986,     2.84,    51395,     0.01
3691   ,河ポ         ,20151015,     5.28,     3216,      289,      289,     1891.01,        0,    60893,   169.93,     9724,     0.24
6244   ,璟瓆         ,20151015,     1.16,     5665,      299,      299,      236.80,        0,   486875,    12.50,    51020,     0.03
6443   ,じ垂         ,20151015,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1917,     0.00
3576   ,羛ネ     ,20151016,     0.19,     1656,      423,      423,       35.02,        0,   857986,     8.95,    53890,     0.02
3691   ,河ポ         ,20151016,     5.70,     3471,      256,      255,     2079.13,        1,    60893,   152.75,    10130,     0.21
6244   ,璟瓆         ,20151016,     1.49,     7256,     1591,     1591,      315.64,        0,   486875,    69.21,    52795,     0.16
6443   ,じ垂         ,20151016,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     2021,     0.00
3576   ,羛ネ     ,20151019,     0.19,     1656,        0,        0,       35.44,        0,   857986,     0.00,    53926,     0.00
3691   ,河ポ         ,20151019,     5.80,     3533,       62,       62,     2109.20,        0,    60893,    37.01,    10216,     0.05
6244   ,璟瓆         ,20151019,     1.66,     8105,      849,      849,      350.95,        0,   486875,    36.76,    52632,     0.09
6443   ,じ垂         ,20151019,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1695,     0.00
3576   ,羛ネ     ,20151020,     0.20,     1678,       22,       22,       37.34,        0,   857986,     0.49,    54201,     0.00
3691   ,河ポ         ,20151020,     5.92,     3605,       72,       72,     2274.76,        0,    60893,    45.43,    10669,     0.06
6244   ,璟瓆         ,20151020,     1.94,     9457,     1352,     1352,      420.84,        0,   486875,    60.16,    54152,     0.14
6443   ,じ垂         ,20151020,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1667,     0.00
3576   ,羛ネ     ,20151021,     0.20,     1678,        0,        0,       37.34,        0,   857986,     0.00,    54685,     0.00
3691   ,河ポ         ,20151021,     5.91,     3597,        2,       -8,     2258.92,       10,    60893,    -5.02,    10660,     0.01
6244   ,璟瓆         ,20151021,     1.97,     9571,      114,      114,      430.70,        0,   486875,     5.13,    55181,     0.01
6443   ,じ垂         ,20151021,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1703,     0.00
3576   ,羛ネ     ,20151022,     0.20,     1678,        0,        0,       37.34,        0,   857986,     0.00,    57085,     0.00
3691   ,河ポ         ,20151022,     6.21,     3780,      183,      183,     2373.84,        0,    60893,   114.92,    10691,     0.15
6244   ,璟瓆         ,20151022,     1.98,     9649,       78,       78,      434.21,        0,   486875,     3.51,    54619,     0.01
6443   ,じ垂         ,20151022,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1621,     0.00
3576   ,羛ネ     ,20151023,     0.20,     1678,        0,        0,       38.51,        0,   857986,     0.00,    59656,     0.00
3691   ,河ポ         ,20151023,     6.32,     3850,       86,       70,     2433.20,       16,    60893,    44.24,    10800,     0.08
6244   ,璟瓆         ,20151023,     2.03,     9891,      242,      242,      442.13,        0,   486875,    10.82,    54285,     0.02
6443   ,じ垂         ,20151023,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1521,     0.00
3576   ,羛ネ     ,20151026,     0.20,     1678,        0,        0,       38.59,        0,   857986,     0.00,    60158,     0.00
3691   ,河ポ         ,20151026,     6.52,     3971,      164,      121,     2541.44,       43,    60893,    77.44,    11032,     0.17
6244   ,璟瓆         ,20151026,     2.03,     9896,        5,        5,      445.32,        0,   486875,     0.23,    54876,     0.00
6443   ,じ垂         ,20151026,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1522,     0.00
3576   ,羛ネ     ,20151027,     0.20,     1678,        0,        0,       38.93,        0,   857986,     0.00,    60853,     0.00
3691   ,河ポ         ,20151027,     6.60,     4019,       56,       48,     2568.14,        8,    60893,    30.67,    11193,     0.05
6244   ,璟瓆         ,20151027,     2.03,     9896,        0,        0,      446.31,        0,   486875,     0.00,    52189,     0.00
6443   ,じ垂         ,20151027,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1570,     0.00
3576   ,羛ネ     ,20151028,     0.20,     1678,        0,        0,       37.84,        0,   857986,     0.00,    58276,     0.00
3691   ,河ポ         ,20151028,     6.62,     4033,       53,       14,     2544.82,       39,    60893,     8.83,    11160,     0.08
6244   ,璟瓆         ,20151028,     2.03,     9896,        0,        0,      433.94,        0,   486875,     0.00,    51179,     0.00
6443   ,じ垂         ,20151028,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1522,     0.00
3576   ,羛ネ     ,20151029,     0.20,     1678,        0,        0,       36.83,        0,   857986,     0.00,    60413,     0.00
3691   ,河ポ         ,20151029,     6.64,     4046,       18,       13,     2496.38,        5,    60893,     8.02,    11272,     0.02
6244   ,璟瓆         ,20151029,     2.03,     9896,        0,        0,      425.53,        0,   486875,     0.00,    52235,     0.00
6443   ,じ垂         ,20151029,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1522,     0.00
3576   ,羛ネ     ,20151030,     0.20,     1678,        0,        0,       37.17,        0,   857986,     0.00,    59651,     0.00
3691   ,河ポ         ,20151030,     6.70,     4079,       36,       33,     2569.77,        3,    60893,    20.79,    11476,     0.03
6244   ,璟瓆         ,20151030,     2.02,     9825,        0,      -71,      417.07,       71,   486875,    -3.01,    52600,     0.01
6443   ,じ垂         ,20151030,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1529,     0.00
3576   ,羛ネ     ,20151102,     0.10,      838,        0,     -840,       18.69,      840,   857986,   -18.73,    52042,     0.05
